#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1082: Grand Targhee, WY
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Snow Depth                  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Grand Targhee (1082) 
# Wyoming  SNOTEL Site - 9260 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Apr 22, 2026, 3:04:41 PM GMT-08:00
#
Date,Grand Targhee (1082) Snow Water Equivalent (in) Start of Day Values,Grand Targhee (1082) Precipitation Accumulation (in) Start of Day Values,Grand Targhee (1082) Air Temperature Average (degF),Grand Targhee (1082) Air Temperature Maximum (degF),Grand Targhee (1082) Air Temperature Minimum (degF),Grand Targhee (1082) Snow Depth (in) Start of Day Values
2018-01-17,28.5,17.1,21.7,28.8,18.0,82
2018-01-18,28.6,17.1,30.6,35.1,21.9,81
2018-01-19,28.8,17.3,20.3,30.9,11.7,80
2018-01-20,29.5,17.4,10.8,16.0,1.4,85
2018-01-21,29.5,17.4,5.5,18.9,0.3,82
2018-01-22,29.5,17.4,10.4,14.9,3.7,82
2018-01-23,30.1,17.9,11.7,16.7,7.9,92
2018-01-24,30.2,18.0,20.7,31.6,13.3,96
2018-01-25,30.3,18.2,17.6,23.9,8.4,94
2018-01-26,30.3,18.2,9.3,11.1,7.9,92
2018-01-27,30.5,18.2,12.9,17.8,9.1,94
2018-01-28,31.3,18.7,22.3,25.3,17.8,97
2018-01-29,32.2,19.6,24.8,31.8,20.7,98
2018-01-30,32.2,19.6,24.4,29.3,17.8,96
2018-01-31,31.2,19.6,12.9,19.8,9.9,87
2018-02-01,31.3,19.6,13.1,18.0,3.6,88
2018-02-02,31.4,19.8,24.8,27.1,18.0,88
2018-02-03,32.5,20.6,24.4,26.4,22.1,88
2018-02-04,32.8,20.7,25.3,28.8,22.5,91
2018-02-05,34.7,22.1,21.4,24.8,18.7,98
2018-02-06,34.8,22.2,18.0,20.8,16.3,97
2018-02-07,34.9,22.3,20.8,24.8,16.5,97
2018-02-08,35.0,22.4,25.2,26.4,24.1,97
2018-02-09,34.9,22.4,17.4,24.3,5.5,95
2018-02-10,34.8,22.4,7.5,16.0,2.1,96
2018-02-11,34.8,22.4,10.9,20.5,3.4,96
2018-02-12,34.9,22.4,15.3,22.6,11.1,95
2018-02-13,34.9,22.4,13.3,23.5,6.4,94
2018-02-14,34.9,22.4,15.1,19.2,12.4,93
2018-02-15,35.2,22.6,9.1,13.5,3.2,94
2018-02-16,35.5,22.9,7.5,9.9,3.9,103
2018-02-17,35.5,23.0,15.6,23.0,9.5,103
2018-02-18,35.5,23.3,14.4,23.2,5.5,92
2018-02-19,35.5,23.3,3.4,16.0,-7.8,91
2018-02-20,35.5,23.3,-5.4,1.4,-9.8,93
2018-02-21,35.5,23.3,0.7,12.9,-5.8,93
2018-02-22,35.5,23.3,4.5,15.3,-2.9,92
2018-02-23,35.5,23.4,5.0,21.4,-5.1,92
2018-02-24,35.6,23.4,1.4,6.1,-3.5,93
2018-02-25,36.1,23.7,5.0,8.1,1.2,95
2018-02-26,36.4,23.9,11.7,15.6,7.9,95
2018-02-27,36.8,24.0,10.4,18.0,0.7,98
2018-02-28,36.8,24.0,4.6,19.9,-5.1,100
2018-03-01,36.7,24.0,16.2,21.6,6.8,100
2018-03-02,36.9,24.1,16.3,23.0,10.4,99
2018-03-03,37.8,24.6,16.9,23.5,12.2,107
2018-03-04,38.7,25.1,10.2,14.7,6.8,115
2018-03-05,40.2,25.7,7.5,12.2,2.8,142
2018-03-06,40.3,25.8,10.6,25.0,3.0,133
2018-03-07,40.3,25.9,17.8,34.0,4.5,128
2018-03-08,40.5,26.2,21.7,27.0,17.4,124
2018-03-09,40.5,26.3,20.8,22.5,18.0,120
2018-03-10,40.4,26.3,18.3,30.7,6.8,116
2018-03-11,40.4,26.3,24.1,39.9,13.5,116
2018-03-12,40.5,26.3,24.8,38.1,15.8,114
2018-03-13,40.5,26.3,30.4,42.1,21.9,112
2018-03-14,40.5,26.5,32.9,41.4,21.9,111
2018-03-15,40.9,26.7,19.8,24.3,14.9,112
2018-03-16,40.9,26.7,18.3,24.6,14.5,111
2018-03-17,41.0,26.8,17.1,25.0,10.2,111
2018-03-18,41.3,26.8,13.3,22.1,6.4,111
2018-03-19,41.3,26.8,15.3,19.9,13.5,111
2018-03-20,41.8,27.1,17.1,20.8,13.8,115
2018-03-21,42.1,27.3,23.9,30.2,15.6,115
2018-03-22,42.3,27.4,31.3,34.9,26.2,116
2018-03-23,43.5,27.8,24.1,28.4,20.1,120
2018-03-24,43.8,27.9,20.7,25.7,13.8,118
2018-03-25,44.4,28.1,16.9,26.6,13.5,122
2018-03-26,44.6,28.2,14.9,23.0,8.8,122
2018-03-27,44.8,28.2,19.2,27.5,9.0,121
2018-03-28,45.0,28.3,21.6,26.2,15.4,120
2018-03-29,45.0,28.3,19.2,28.0,9.0,119
2018-03-30,45.0,28.3,25.7,31.8,20.1,118
2018-03-31,45.0,28.4,25.0,29.3,21.0,116
2018-04-01,45.1,28.5,23.9,28.0,18.3,119
2018-04-02,45.1,28.5,16.5,25.9,3.4,115
2018-04-03,45.1,28.5,11.1,20.3,-3.3,115
2018-04-04,45.2,28.7,23.7,27.0,19.0,114
2018-04-05,45.3,28.8,28.4,30.6,25.9,113
2018-04-06,46.0,29.1,29.5,34.3,27.7,115
2018-04-07,47.8,30.0,29.3,34.3,21.2,124
2018-04-08,48.7,30.2,22.3,25.2,16.7,126
2018-04-09,49.6,30.5,23.7,32.2,14.4,130
2018-04-10,49.6,30.6,32.0,41.2,21.9,128
2018-04-11,49.7,30.6,29.8,32.4,27.1,126
2018-04-12,50.4,31.5,20.3,28.8,13.5,128
2018-04-13,52.7,33.7,17.2,27.0,11.7,145
2018-04-14,53.0,34.0,24.1,32.4,14.5,147
2018-04-15,53.6,34.6,31.5,39.4,21.6,145
2018-04-16,53.6,34.6,30.0,41.9,16.9,141
2018-04-17,53.8,34.8,16.5,23.5,12.4,139
2018-04-18,54.6,35.6,23.2,36.3,9.0,142
2018-04-19,54.7,35.8,35.1,46.6,27.9,139
2018-04-20,54.8,35.9,39.2,51.6,30.2,137
2018-04-21,54.6,35.9,38.5,49.5,26.8,133
2018-04-22,54.9,36.3,39.9,52.9,31.5,129
2018-04-23,54.8,37.0,27.0,34.7,19.4,125
2018-04-24,54.8,37.0,31.5,46.4,19.2,129
2018-04-25,54.7,37.8,36.0,45.3,23.5,125
2018-04-26,54.6,37.8,40.8,57.2,25.0,123
2018-04-27,54.7,37.8,47.3,59.5,37.4,121
2018-04-28,54.6,37.8,46.6,60.8,34.2,118
2018-04-29,53.9,37.8,30.7,38.8,24.3,115
2018-04-30,52.9,37.9,25.5,30.6,22.3,112
2018-05-01,53.7,38.7,25.7,32.0,19.8,124
2018-05-02,53.1,38.8,32.5,47.7,19.0,123
2018-05-03,53.9,38.8,34.9,45.5,23.9,121
2018-05-04,54.0,38.9,41.0,51.3,30.9,117
2018-05-05,54.0,38.9,45.0,55.6,37.9,115
2018-05-06,54.1,39.0,49.6,59.9,41.9,114
2018-05-07,54.1,39.2,44.6,52.5,35.2,112
2018-05-08,54.0,39.2,44.2,56.7,32.4,109
2018-05-09,52.7,39.3,48.2,58.6,40.1,107
2018-05-10,51.3,39.3,40.5,50.9,30.4,104
2018-05-11,50.1,39.5,33.3,41.9,29.5,99
2018-05-12,49.1,39.6,34.5,45.3,28.4,102
2018-05-13,49.2,40.0,35.1,48.9,24.3,100
2018-05-14,49.3,40.0,41.2,53.6,30.2,102
2018-05-15,48.6,40.0,43.9,59.7,35.2,100
2018-05-16,48.2,40.0,41.9,51.6,34.7,99
2018-05-17,47.2,40.0,41.2,51.6,32.7,98
2018-05-18,46.6,40.1,39.9,53.8,33.4,97
2018-05-19,47.0,40.9,40.1,49.5,34.5,97
2018-05-20,46.5,41.0,43.5,56.1,35.6,96
2018-05-21,46.1,41.1,44.8,61.0,36.5,94
2018-05-22,45.2,41.2,45.9,63.3,37.0,92
2018-05-23,44.0,41.3,35.1,39.4,32.0,90
2018-05-24,45.7,43.2,42.8,52.5,37.9,93
2018-05-25,44.7,43.6,52.0,64.0,39.0,90
2018-05-26,43.1,43.6,50.7,59.7,38.1,88
2018-05-27,41.6,43.6,43.9,53.6,35.8,84
2018-05-28,41.1,44.2,45.7,55.8,37.8,83
2018-05-29,39.7,44.2,44.1,56.5,36.3,81
2018-05-30,38.3,44.2,44.4,55.2,37.9,78
2018-05-31,37.3,44.5,44.6,55.2,34.9,76
2018-06-01,35.2,44.6,32.0,36.3,27.9,73
2018-06-02,34.8,44.7,41.7,54.9,26.4,69
2018-06-03,33.4,44.7,51.6,64.4,38.5,71
2018-06-04,31.3,44.7,55.0,62.6,47.7,68
2018-06-05,29.8,44.7,53.4,59.2,47.7,62
2018-06-06,28.3,44.7,55.9,66.2,48.0,59
2018-06-07,26.9,44.7,54.7,62.8,46.4,56
2018-06-08,24.5,44.7,53.2,61.3,43.9,51
2018-06-09,23.0,44.7,57.0,66.6,39.0,48
2018-06-10,19.7,44.7,33.1,39.0,27.7,41
2018-06-11,18.7,44.7,35.8,42.3,30.6,39
2018-06-12,18.7,44.7,42.8,55.4,28.0,39
2018-06-13,16.8,44.7,55.2,64.0,45.3,35
2018-06-14,14.9,44.7,52.2,57.4,44.4,31
2018-06-15,11.5,44.7,42.3,48.6,37.4,24
2018-06-16,10.1,44.7,42.1,53.1,32.7,21
2018-06-17,8.6,45.2,45.3,51.6,39.0,18
2018-06-18,7.7,45.6,37.9,45.7,32.0,16
2018-06-19,7.5,46.5,38.8,44.8,34.3,16
2018-06-20,7.2,46.9,44.6,53.6,35.2,15
2018-06-21,5.8,46.9,50.9,57.9,43.0,12
2018-06-22,3.4,46.9,45.3,54.1,38.5,7
2018-06-23,1.4,47.0,41.9,48.2,35.2,3
2018-06-24,0.5,47.2,43.5,54.7,33.4,1
2018-06-25,0.0,47.2,53.1,62.2,41.7,0
2018-06-26,0.0,47.2,54.0,57.9,47.7,0
2018-06-27,0.0,47.2,55.9,64.8,45.0,0
2018-06-28,0.0,47.2,57.2,64.0,43.5,0
2018-06-29,0.0,47.2,40.8,46.2,36.7,0
2018-06-30,0.0,47.3,40.3,49.5,31.8,0
2018-07-01,0.0,47.4,47.5,55.4,40.6,0
2018-07-02,0.0,47.4,50.2,57.7,43.7,0
2018-07-03,0.0,47.4,47.1,55.8,38.1,0
2018-07-04,0.0,47.4,56.5,66.6,40.6,0
2018-07-05,0.0,47.4,63.1,71.6,56.1,0
2018-07-06,0.0,47.4,65.3,72.9,57.0,0
2018-07-07,0.0,47.4,63.3,69.4,57.2,0
2018-07-08,0.0,47.4,64.8,72.3,57.9,0
2018-07-09,0.0,47.4,63.7,74.8,51.3,0
2018-07-10,0.0,47.7,62.2,68.0,56.5,0
2018-07-11,0.0,47.7,60.1,68.4,53.2,0
2018-07-12,0.0,47.7,58.8,67.5,52.5,0
2018-07-13,0.0,47.7,60.1,69.6,49.3,0
2018-07-14,0.0,47.7,60.8,68.7,53.4,0
2018-07-15,0.0,47.7,62.1,70.7,55.8,0
2018-07-16,0.0,47.7,58.8,68.4,45.5,0
2018-07-17,0.0,48.9,55.8,63.3,49.1,0
2018-07-18,0.0,49.1,59.5,68.5,50.7,0
2018-07-19,0.0,49.1,60.1,66.6,52.7,0
2018-07-20,0.0,49.1,62.6,70.9,52.7,0
2018-07-21,0.0,49.1,59.9,66.2,50.7,0
2018-07-22,0.0,49.2,59.5,67.1,51.4,0
2018-07-23,0.0,49.2,59.4,67.1,52.9,0
2018-07-24,0.0,49.2,61.5,71.1,55.0,0
2018-07-25,0.0,49.2,58.8,67.1,51.3,0
2018-07-26,0.0,49.3,58.8,67.6,50.4,0
2018-07-27,0.0,49.3,59.2,68.0,50.4,0
2018-07-28,0.0,49.3,59.2,66.9,51.6,0
2018-07-29,0.0,49.4,55.2,61.3,48.9,0
2018-07-30,0.0,49.4,57.0,66.4,47.1,0
2018-07-31,0.0,49.4,62.1,71.6,53.4,0
2018-08-01,0.0,49.4,62.6,72.3,53.1,0
2018-08-02,0.0,49.4,61.0,70.0,53.2,0
2018-08-03,0.0,49.4,56.8,63.1,48.9,0
2018-08-04,0.0,49.4,53.4,61.2,45.3,0
2018-08-05,0.0,49.4,51.4,57.7,45.5,0
2018-08-06,0.0,49.4,53.4,63.5,44.2,0
2018-08-07,0.0,49.4,56.8,65.5,47.1,0
2018-08-08,0.0,49.4,60.6,71.2,51.1,0
2018-08-09,0.0,49.4,64.8,75.6,53.8,0
2018-08-10,0.0,49.4,68.5,78.1,60.8,0
2018-08-11,0.0,49.4,69.1,78.8,62.1,0
2018-08-12,0.0,49.4,64.8,71.1,57.9,0
2018-08-13,0.0,49.4,61.3,70.5,54.7,0
2018-08-14,0.0,49.5,57.0,64.2,49.5,0
2018-08-15,0.0,49.5,58.6,69.1,49.3,0
2018-08-16,0.0,49.5,59.9,70.0,52.7,0
2018-08-17,0.0,49.5,57.7,68.9,49.5,0
2018-08-18,0.0,49.5,51.8,58.5,47.5,0
2018-08-19,0.0,49.5,54.3,63.1,44.2,0
2018-08-20,0.0,49.5,53.2,58.3,48.6,0
2018-08-21,0.0,49.5,53.4,60.8,46.4,0
2018-08-22,0.0,49.5,48.0,57.7,40.3,0
2018-08-23,0.0,49.9,50.0,59.2,42.8,0
2018-08-24,0.0,49.9,54.3,61.9,48.2,0
2018-08-25,0.0,50.0,52.5,60.6,46.2,0
2018-08-26,0.0,50.0,45.7,51.3,35.8,0
2018-08-27,0.0,50.1,33.4,36.1,30.6,0
2018-08-28,0.4,51.4,37.2,47.8,26.6,1
2018-08-29,0.0,51.6,48.0,58.8,38.8,0
2018-08-30,0.0,51.8,54.7,61.9,46.8,0
2018-08-31,0.0,51.8,48.4,55.0,42.1,0
2018-09-01,0.0,51.8,47.5,57.4,40.1,0
2018-09-02,0.0,51.8,50.0,60.1,41.0,0
2018-09-03,0.0,51.8,51.4,61.3,44.6,0
2018-09-04,0.0,51.8,54.0,64.2,45.0,0
2018-09-05,0.0,51.8,56.5,65.8,48.6,0
2018-09-06,0.0,51.8,57.6,66.0,52.2,0
2018-09-07,0.0,51.8,57.4,66.6,51.3,0
2018-09-08,0.0,51.8,55.4,63.7,47.5,0
2018-09-09,0.0,51.8,51.1,60.1,43.7,0
2018-09-10,0.0,51.8,53.1,61.9,46.2,0
2018-09-11,0.0,51.8,50.4,60.6,42.6,0
2018-09-12,0.0,51.8,48.6,54.0,42.4,0
2018-09-13,0.0,51.8,42.3,49.1,33.8,0
2018-09-14,0.0,51.8,50.2,57.9,41.4,0
2018-09-15,0.0,51.8,56.7,65.3,44.4,0
2018-09-16,0.0,51.8,50.0,59.9,43.0,0
2018-09-17,0.0,51.8,50.7,60.1,42.3,0
2018-09-18,0.0,51.8,52.5,61.5,46.0,0
2018-09-19,0.0,51.8,48.9,58.6,41.4,0
2018-09-20,0.0,51.8,38.1,45.9,32.9,0
2018-09-21,0.0,51.8,44.4,55.2,34.9,0
2018-09-22,0.0,51.8,51.3,59.9,44.4,0
2018-09-23,0.0,51.8,45.0,50.4,34.0,0
2018-09-24,0.0,51.8,32.2,39.6,26.8,0
2018-09-25,0.0,51.8,32.7,44.2,22.5,0
2018-09-26,0.0,51.8,37.9,46.6,30.0,0
2018-09-27,0.0,51.8,43.0,52.0,34.2,0
2018-09-28,0.0,51.8,47.1,55.4,36.5,0
2018-09-29,0.0,51.9,50.7,57.7,43.5,0
2018-09-30,0.0,51.9,45.5,52.5,36.3,0
2018-10-01,0.0,0.0,42.3,49.3,32.7,0
2018-10-02,0.0,0.1,47.8,54.0,43.5,0
2018-10-03,0.0,0.1,42.6,46.2,39.2,0
2018-10-04,0.0,0.1,36.3,42.8,28.8,0
2018-10-05,0.3,0.8,25.2,29.7,22.6,1
2018-10-06,0.4,1.2,28.2,36.0,25.2,1
2018-10-07,0.4,1.4,30.0,40.8,23.0,1
2018-10-08,0.4,1.4,29.3,40.1,21.6,1
2018-10-09,0.4,1.4,26.8,27.7,25.0,1
2018-10-10,0.5,1.4,25.0,29.7,21.6,1
2018-10-11,1.0,2.0,23.9,27.9,22.6,4
2018-10-12,1.4,2.3,27.3,36.9,21.7,7
2018-10-13,1.4,2.3,19.9,27.0,7.0,6
2018-10-14,1.4,2.3,12.6,25.9,4.1,8
2018-10-15,1.4,2.3,23.0,35.8,10.8,8
2018-10-16,1.5,2.5,33.8,47.1,24.3,7
2018-10-17,1.6,2.6,38.1,49.5,31.3,7
2018-10-18,1.6,2.6,35.2,44.8,30.0,7
2018-10-19,1.6,2.6,36.7,47.8,29.7,7
2018-10-20,1.6,2.7,43.0,55.8,35.1,7
2018-10-21,1.6,2.7,41.4,50.7,36.0,7
2018-10-22,1.6,2.7,42.6,53.2,35.8,6
2018-10-23,1.7,2.8,36.0,42.6,31.5,6
2018-10-24,2.1,3.2,33.4,39.2,30.2,7
2018-10-25,2.2,3.4,30.2,32.2,27.7,7
2018-10-26,2.3,3.6,34.0,40.3,27.7,6
2018-10-27,2.4,3.8,37.0,38.7,35.1,7
2018-10-28,2.3,3.8,40.5,47.1,35.1,6
2018-10-29,2.1,3.8,26.4,37.2,18.9,5
2018-10-30,2.9,4.4,18.0,25.2,12.9,8
2018-10-31,2.8,4.4,18.0,23.2,13.8,9
2018-11-01,3.5,4.9,27.1,31.3,23.2,12
2018-11-02,4.0,5.6,28.8,31.8,22.5,15
2018-11-03,4.2,5.6,23.0,27.9,21.2,15
2018-11-04,4.2,5.6,23.5,25.7,21.4,15
2018-11-05,6.2,7.2,20.5,27.0,16.0,25
2018-11-06,6.3,7.2,17.2,20.1,15.4,25
2018-11-07,6.8,7.7,16.0,24.1,13.1,28
2018-11-08,7.5,8.5,11.3,25.9,6.1,33
2018-11-09,7.5,8.5,12.6,26.6,5.2,30
2018-11-10,7.5,8.5,14.2,23.9,8.2,30
2018-11-11,7.5,8.5,8.1,19.6,2.1,31
2018-11-12,7.5,8.5,8.1,21.6,2.1,30
2018-11-13,7.5,8.5,21.9,36.0,9.0,30
2018-11-14,7.5,8.5,27.5,36.7,20.5,26
2018-11-15,7.5,8.5,24.3,36.0,17.8,27
2018-11-16,7.5,8.5,23.5,26.8,19.4,26
2018-11-17,7.9,8.8,14.5,22.6,7.2,27
2018-11-18,7.9,8.8,14.5,25.0,7.9,26
2018-11-19,7.9,8.8,22.3,30.6,16.0,25
2018-11-20,8.0,8.8,27.9,41.9,21.0,24
2018-11-21,8.0,8.9,31.8,41.9,27.3,26
2018-11-22,8.0,9.0,24.4,32.2,20.7,26
2018-11-23,8.7,9.3,18.7,22.5,15.8,33
2018-11-24,10.5,9.7,14.7,22.6,7.5,42
2018-11-25,11.8,10.3,11.3,20.1,5.5,51
2018-11-26,11.8,10.3,14.4,29.1,6.6,46
2018-11-27,11.9,10.5,21.0,25.7,15.1,49
2018-11-28,12.6,11.0,20.5,23.2,17.2,50
2018-11-29,13.3,11.5,18.9,25.7,15.6,50
2018-11-30,13.3,11.6,18.3,21.7,13.6,51
2018-12-01,14.5,12.5,11.7,14.9,4.6,61
2018-12-02,14.6,12.5,8.6,20.7,4.1,62
2018-12-03,14.6,12.5,7.7,12.6,4.6,61
2018-12-04,14.8,12.7,5.2,13.8,-0.8,60
2018-12-05,14.8,12.7,7.5,19.4,1.4,59
2018-12-06,14.8,12.7,11.1,21.2,4.6,58
2018-12-07,14.9,12.7,17.6,22.3,12.7,53
2018-12-08,15.1,13.0,15.6,18.0,10.2,55
2018-12-09,15.1,13.0,16.2,28.8,4.6,54
2018-12-10,15.1,13.0,21.9,30.0,12.7,52
2018-12-11,15.4,13.2,12.2,16.5,10.2,56
2018-12-12,15.5,13.2,11.7,16.0,4.3,54
2018-12-13,16.0,13.9,9.1,17.6,4.3,63
2018-12-14,16.0,13.9,25.5,34.2,15.8,59
2018-12-15,16.2,13.9,22.1,28.0,19.6,59
2018-12-16,16.0,13.9,29.7,36.7,23.9,57
2018-12-17,16.0,14.0,27.0,31.8,21.9,55
2018-12-18,16.1,14.0,21.9,23.2,21.2,52
2018-12-19,16.8,14.3,17.2,21.9,12.7,57
2018-12-20,16.7,14.3,20.3,30.6,11.7,53
2018-12-21,16.7,14.4,15.8,24.6,8.1,54
2018-12-22,16.7,14.4,6.1,11.8,0.1,53
2018-12-23,16.7,14.4,13.8,18.0,4.6,54
2018-12-24,17.1,14.5,17.1,18.3,13.5,56
2018-12-25,17.9,15.2,17.4,21.7,13.5,60
2018-12-26,18.2,15.3,8.4,14.5,0.3,62
2018-12-27,18.2,15.5,6.1,13.3,1.0,61
2018-12-28,18.2,15.5,1.2,8.6,-2.2,60
2018-12-29,18.2,15.5,7.9,15.4,-0.6,59
2018-12-30,18.4,15.5,10.8,14.2,4.6,61
2018-12-31,20.1,16.1,1.6,9.9,-5.1,84
2019-01-01,20.1,16.2,0.0,16.3,-6.9,81
2019-01-02,20.1,16.2,15.1,28.8,4.5,78
2019-01-03,20.2,16.4,20.3,29.7,14.7,73
2019-01-04,20.2,16.5,24.4,29.7,19.0,71
2019-01-05,20.3,16.6,25.7,30.4,20.3,69
2019-01-06,20.4,16.7,16.0,20.3,10.6,69
2019-01-07,20.5,16.8,10.6,15.8,1.2,68
2019-01-08,20.5,16.9,14.4,25.2,1.4,69
2019-01-09,20.6,17.1,28.2,33.3,23.9,68
2019-01-10,20.6,17.1,23.5,27.7,19.0,67
2019-01-11,21.0,17.4,17.1,28.8,12.6,68
2019-01-12,21.0,17.4,23.7,40.1,14.2,66
2019-01-13,21.0,17.4,28.0,39.0,23.9,66
2019-01-14,21.0,17.5,23.4,34.3,16.2,66
2019-01-15,21.0,17.5,21.2,28.4,14.9,66
2019-01-16,21.2,17.5,20.8,22.3,19.6,65
2019-01-17,21.8,18.0,21.9,24.8,17.6,67
2019-01-18,22.5,18.3,17.2,19.9,12.0,71
2019-01-19,22.8,18.5,18.7,24.3,12.6,74
2019-01-20,23.8,19.2,24.8,27.9,22.6,77
2019-01-21,24.2,19.4,16.3,23.5,6.3,79
2019-01-22,24.7,19.7,5.7,18.3,-0.4,81
2019-01-23,24.7,19.7,10.4,15.8,5.5,82
2019-01-24,25.9,20.5,11.8,16.3,9.5,96
2019-01-25,25.8,20.5,12.2,19.4,6.8,94
2019-01-26,26.1,20.6,17.8,25.0,9.1,91
2019-01-27,26.2,20.7,19.6,23.2,16.0,92
2019-01-28,26.2,20.7,8.6,23.0,1.9,90
2019-01-29,26.2,20.7,10.4,29.5,4.1,88
2019-01-30,26.2,20.7,11.7,22.5,7.5,86
2019-01-31,26.3,20.7,19.9,29.3,12.0,85
2019-02-01,26.4,20.8,24.4,35.2,20.3,82
2019-02-02,26.5,20.8,26.8,28.4,25.3,81
2019-02-03,27.0,21.2,21.7,30.6,17.6,85
2019-02-04,27.1,21.5,19.4,21.4,17.1,84
2019-02-05,28.8,22.6,13.6,24.4,2.1,95
2019-02-06,29.2,22.6,3.6,12.9,-1.8,98
2019-02-07,29.3,22.6,-3.8,8.6,-9.8,97
2019-02-08,29.3,22.6,4.3,13.8,-7.8,96
2019-02-09,29.5,22.8,9.1,13.3,6.3,94
2019-02-10,29.5,22.9,10.6,18.9,-1.1,92
2019-02-11,30.1,23.2,1.6,6.4,-2.9,100
2019-02-12,30.2,23.2,11.7,18.0,6.4,96
2019-02-13,30.3,23.4,16.3,19.9,11.8,95
2019-02-14,31.0,24.0,24.1,27.1,19.9,94
2019-02-15,32.1,24.8,16.0,24.3,9.3,99
2019-02-16,32.5,24.9,8.6,14.7,6.6,99
2019-02-17,33.1,25.2,8.8,22.1,0.9,109
2019-02-18,33.4,25.4,5.0,19.4,-1.8,113
2019-02-19,33.4,25.4,-0.6,7.9,-6.5,109
2019-02-20,33.6,25.4,2.3,11.1,-4.4,106
2019-02-21,34.0,25.7,3.2,19.2,-4.4,109
2019-02-22,34.0,25.7,1.8,14.9,-4.7,106
2019-02-23,34.0,25.7,4.6,8.2,-0.8,103
2019-02-24,34.6,26.0,12.7,17.4,7.3,106
2019-02-25,34.4,26.2,20.3,23.0,17.4,100
2019-02-26,35.5,26.8,22.6,24.4,22.1,104
2019-02-27,35.8,27.2,24.1,25.2,22.5,102
2019-02-28,35.9,27.4,21.7,26.2,13.6,100
2019-03-01,36.6,27.8,9.9,19.8,-0.9,103
2019-03-02,36.6,27.8,8.8,21.7,0.1,107
2019-03-03,36.6,27.8,7.9,20.3,-2.6,104
2019-03-04,36.6,27.8,5.0,19.8,-4.7,104
2019-03-05,36.6,27.8,14.9,25.5,-1.8,104
2019-03-06,36.8,27.8,26.2,30.7,22.6,104
2019-03-07,37.5,28.2,22.5,25.9,19.6,104
2019-03-08,37.7,28.4,19.4,31.3,8.1,106
2019-03-09,38.7,29.0,8.1,15.3,3.0,114
2019-03-10,38.6,29.0,13.1,29.1,6.1,111
2019-03-11,38.5,29.0,16.2,29.7,7.2,109
2019-03-12,38.6,29.0,20.5,33.3,13.1,107
2019-03-13,38.7,29.1,14.9,22.3,6.3,103
2019-03-14,38.9,29.1,11.1,21.4,4.6,109
2019-03-15,38.9,29.1,15.1,29.7,5.4,107
2019-03-16,38.9,29.1,20.3,35.2,11.5,107
2019-03-17,38.9,29.1,23.5,38.1,13.1,107
2019-03-18,39.0,29.2,23.0,36.0,15.3,106
2019-03-19,39.0,29.2,25.2,41.0,12.4,104
2019-03-20,39.1,29.2,34.0,46.2,22.3,104
